condition,midi,band,center_freq_hz,level_db
harmoniccomplex,64,3,1294.4969002249193,66.57105888608834
harmoniccomplex,64,4,2005.9415210019752,48.24074373575975
harmoniccomplex,64,5,3049.6957311016477,24.59717924550068
harmoniccomplex,64,6,4580.83733887449,-17.829213491011032
harmoniccomplex,64,7,6826.94806306872,-15.96811555743885
harmoniccomplex,64,8,10122.85498989576,-14.485108657800891
harmoniccomplex,64,9,14957.456015162068,-13.040078938621312
harmoniccomplex,101,0,253.76368639181615,-27.70109689682861
harmoniccomplex,101,1,478.8279082512245,-25.917061024918247
harmoniccomplex,101,2,809.6269994405562,-23.05621416650128
harmoniccomplex,101,3,1294.4969002249193,-16.52540678123743
harmoniccomplex,101,4,2005.9415210019752,81.11167100973452
harmoniccomplex,101,5,3049.6957311016477,89.39907046475476
harmoniccomplex,101,6,4580.83733887449,77.41341598118883
harmoniccomplex,101,7,6826.94806306872,76.99657113914074
harmoniccomplex,101,8,10122.85498989576,67.55322618352368
harmoniccomplex,101,9,14957.456015162068,53.2232006340276
harmoniccomplex,106,0,253.76368639181615,-27.864193265612045
harmoniccomplex,106,1,478.8279082512245,-26.229650153764968
harmoniccomplex,106,2,809.6269994405562,-23.95886220919151
harmoniccomplex,106,3,1294.4969002249193,-22.458883279295648
harmoniccomplex,106,4,2005.9415210019752,-15.040516102402258
harmoniccomplex,106,5,3049.6957311016477,87.41946670063473
harmoniccomplex,106,6,4580.83733887449,86.51226532334313
harmoniccomplex,106,7,6826.94806306872,79.59773814073675
harmoniccomplex,106,8,10122.85498989576,72.47930514561158
harmoniccomplex,106,9,14957.456015162068,63.4058836629643
harmoniccomplex,55,0,253.76368639181615,88.89577985909797
harmoniccomplex,55,1,478.8279082512245,79.0309793201676
harmoniccomplex,55,2,809.6269994405562,66.01661182010437
harmoniccomplex,55,3,1294.4969002249193,46.228927980940455
harmoniccomplex,55,4,2005.9415210019752,18.338934051453744
harmoniccomplex,55,5,3049.6957311016477,-19.62520773393908
harmoniccomplex,55,6,4580.83733887449,-17.935938087155527
harmoniccomplex,55,7,6826.94806306872,-16.19387433749063
harmoniccomplex,55,8,10122.85498989576,-14.43465392508713
harmoniccomplex,55,9,14957.456015162068,-12.738272177973078
harmoniccomplex,65,0,253.76368639181615,87.42594226962781
harmoniccomplex,65,1,478.8279082512245,86.70674304757429
harmoniccomplex,65,2,809.6269994405562,79.20591412098155
harmoniccomplex,65,3,1294.4969002249193,68.03959247241855
harmoniccomplex,65,4,2005.9415210019752,51.51955102480191
harmoniccomplex,65,5,3049.6957311016477,28.280009800763537
harmoniccomplex,65,6,4580.83733887449,-17.851611589030107
harmoniccomplex,65,7,6826.94806306872,-16.238987119142642
harmoniccomplex,65,8,10122.85498989576,-14.534227769831938
harmoniccomplex,65,9,14957.456015162068,-12.789259993545915
harmoniccomplex,62,0,253.76368639181615,89.5467961899182
harmoniccomplex,62,1,478.8279082512245,82.3044370228503
harmoniccomplex,62,2,809.6269994405562,75.86628195864931
harmoniccomplex,62,3,1294.4969002249193,62.02698781761008
harmoniccomplex,62,4,2005.9415210019752,44.011583232306045
harmoniccomplex,62,5,3049.6957311016477,14.949495589569961
harmoniccomplex,62,6,4580.83733887449,-17.84513184964388
harmoniccomplex,62,7,6826.94806306872,-16.311196089034663
harmoniccomplex,62,8,10122.85498989576,-14.407395697255192
harmoniccomplex,62,9,14957.456015162068,-12.974252049985743
harmoniccomplex,88,0,253.76368639181615,-12.797292791009156
harmoniccomplex,88,1,478.8279082512245,-4.4903574872074135
harmoniccomplex,88,2,809.6269994405562,36.70916990869943
harmoniccomplex,88,3,1294.4969002249193,89.99263640890105
harmoniccomplex,88,4,2005.9415210019752,75.07160241412754
harmoniccomplex,88,5,3049.6957311016477,78.62011687743049
harmoniccomplex,88,6,4580.83733887449,68.73857079781519
harmoniccomplex,88,7,6826.94806306872,55.32171371537181
harmoniccomplex,88,8,10122.85498989576,35.48222959357876
harmoniccomplex,88,9,14957.456015162068,1.0208008258370265
harmoniccomplex,77,0,253.76368639181615,12.041993759153316
harmoniccomplex,77,1,478.8279082512245,83.28417435917589
harmoniccomplex,77,2,809.6269994405562,88.9593853292652
harmoniccomplex,77,3,1294.4969002249193,79.74304827261108
harmoniccomplex,77,4,2005.9415210019752,71.95935512103398
harmoniccomplex,77,5,3049.6957311016477,60.49213790069628
harmoniccomplex,77,6,4580.83733887449,44.91414730121018
harmoniccomplex,77,7,6826.94806306872,19.49581179043183
harmoniccomplex,77,8,10122.85498989576,-14.616330828117125
harmoniccomplex,77,9,14957.456015162068,-12.832811814564346
harmoniccomplex,70,0,253.76368639181615,68.8013007249213
harmoniccomplex,70,1,478.8279082512245,89.96683535410695
harmoniccomplex,70,2,809.6269994405562,79.13677187105702
harmoniccomplex,70,3,1294.4969002249193,74.39778291793941
harmoniccomplex,70,4,2005.9415210019752,61.99575592927965
harmoniccomplex,70,5,3049.6957311016477,45.416089130289976
harmoniccomplex,70,6,4580.83733887449,19.690291700638795
harmoniccomplex,70,7,6826.94806306872,-16.329800257546022
harmoniccomplex,70,8,10122.85498989576,-14.386255078182437
harmoniccomplex,70,9,14957.456015162068,-12.821687642509294
harmoniccomplex,107,0,253.76368639181615,-27.81212952827798
harmoniccomplex,107,1,478.8279082512245,-26.12230776188566
harmoniccomplex,107,2,809.6269994405562,-24.85902913361178
harmoniccomplex,107,3,1294.4969002249193,-22.512796000373466
harmoniccomplex,107,4,2005.9415210019752,-19.38451682836176
harmoniccomplex,107,5,3049.6957311016477,85.2222475197361
harmoniccomplex,107,6,4580.83733887449,88.24206810468363
harmoniccomplex,107,7,6826.94806306872,78.71322960739025
harmoniccomplex,107,8,10122.85498989576,75.14031309406812
harmoniccomplex,107,9,14957.456015162068,65.99475035269109
harmoniccomplex,100,0,253.76368639181615,-28.813530601287972
harmoniccomplex,100,1,478.8279082512245,-25.136519758896604
harmoniccomplex,100,2,809.6269994405562,-22.760083576140765
harmoniccomplex,100,3,1294.4969002249193,-15.782379510068704
harmoniccomplex,100,4,2005.9415210019752,84.84342064035198
harmoniccomplex,100,5,3049.6957311016477,88.41938807377318
harmoniccomplex,100,6,4580.83733887449,78.82839897331691
harmoniccomplex,100,7,6826.94806306872,74.91874984411331
harmoniccomplex,100,8,10122.85498989576,65.58673523715359
harmoniccomplex,100,9,14957.456015162068,49.710322587812186
harmoniccomplex,59,0,253.76368639181615,89.98078936821716
harmoniccomplex,59,1,478.8279082512245,80.0183410932716
harmoniccomplex,59,2,809.6269994405562,70.15093991342566
harmoniccomplex,59,3,1294.4969002249193,56.543857198504895
harmoniccomplex,59,4,2005.9415210019752,34.30515787981132
harmoniccomplex,59,5,3049.6957311016477,-19.23422654145526
harmoniccomplex,59,6,4580.83733887449,-17.656712077639096
harmoniccomplex,59,7,6826.94806306872,-16.321652070389238
harmoniccomplex,59,8,10122.85498989576,-14.553027188048702
harmoniccomplex,59,9,14957.456015162068,-12.856499942933318
harmoniccomplex,85,0,253.76368639181615,-8.564332505024176
harmoniccomplex,85,1,478.8279082512245,3.2575663457107513
harmoniccomplex,85,2,809.6269994405562,84.43191512254262
harmoniccomplex,85,3,1294.4969002249193,88.5884720521567
harmoniccomplex,85,4,2005.9415210019752,79.48942198209042
harmoniccomplex,85,5,3049.6957311016477,73.06792333191471
harmoniccomplex,85,6,4580.83733887449,62.728219452673514
harmoniccomplex,85,7,6826.94806306872,47.19418914963332
harmoniccomplex,85,8,10122.85498989576,24.258945604498287
harmoniccomplex,85,9,14957.456015162068,-12.928975489137855
harmoniccomplex,82,0,253.76368639181615,-2.0386214568190804
harmoniccomplex,82,1,478.8279082512245,17.91048450067106
harmoniccomplex,82,2,809.6269994405562,89.1356548544541
harmoniccomplex,82,3,1294.4969002249193,82.76313428121682
harmoniccomplex,82,4,2005.9415210019752,79.67214081942438
harmoniccomplex,82,5,3049.6957311016477,69.67944308245544
harmoniccomplex,82,6,4580.83733887449,57.430488817988625
harmoniccomplex,82,7,6826.94806306872,37.5134077850217
harmoniccomplex,82,8,10122.85498989576,9.481646552695643
harmoniccomplex,82,9,14957.456015162068,-12.794811450259122
harmoniccomplex,68,0,253.76368639181615,81.73997841670507
harmoniccomplex,68,1,478.8279082512245,89.29737953813435
harmoniccomplex,68,2,809.6269994405562,79.99268682942487
harmoniccomplex,68,3,1294.4969002249193,70.25615408015908
harmoniccomplex,68,4,2005.9415210019752,58.29651501377556
harmoniccomplex,68,5,3049.6957311016477,38.36787141583672
harmoniccomplex,68,6,4580.83733887449,9.142534247856371
harmoniccomplex,68,7,6826.94806306872,-15.982196870175617
harmoniccomplex,68,8,10122.85498989576,-14.510090923394133
harmoniccomplex,68,9,14957.456015162068,-12.882002274257742
harmoniccomplex,97,0,253.76368639181615,-25.161484212973715
harmoniccomplex,97,1,478.8279082512245,-22.094627993649016
harmoniccomplex,97,2,809.6269994405562,-16.247317688512474
harmoniccomplex,97,3,1294.4969002249193,5.307513224646341
harmoniccomplex,97,4,2005.9415210019752,89.48958750491477
harmoniccomplex,97,5,3049.6957311016477,80.55477385558152
harmoniccomplex,97,6,4580.83733887449,79.8870461234928
harmoniccomplex,97,7,6826.94806306872,70.032944674529
harmoniccomplex,97,8,10122.85498989576,58.98866384718052
harmoniccomplex,97,9,14957.456015162068,42.501761174040745
harmoniccomplex,90,0,253.76368639181615,-23.079528057075652
harmoniccomplex,90,1,478.8279082512245,-15.049575122664239
harmoniccomplex,90,2,809.6269994405562,5.262054852469333
harmoniccomplex,90,3,1294.4969002249193,89.10825091167054
harmoniccomplex,90,4,2005.9415210019752,82.73670635469077
harmoniccomplex,90,5,3049.6957311016477,79.9144959173911
harmoniccomplex,90,6,4580.83733887449,70.02734839004425
harmoniccomplex,90,7,6826.94806306872,58.851829133016636
harmoniccomplex,90,8,10122.85498989576,41.83182497910423
harmoniccomplex,90,9,14957.456015162068,14.897258611371482
harmoniccomplex,58,0,253.76368639181615,89.85467446707851
harmoniccomplex,58,1,478.8279082512245,80.06018129333044
harmoniccomplex,58,2,809.6269994405562,69.41226525767503
harmoniccomplex,58,3,1294.4969002249193,54.41128159762509
harmoniccomplex,58,4,2005.9415210019752,30.759067360214708
harmoniccomplex,58,5,3049.6957311016477,-19.25103684134497
harmoniccomplex,58,6,4580.83733887449,-17.59866383287457
harmoniccomplex,58,7,6826.94806306872,-16.135911783969355
harmoniccomplex,58,8,10122.85498989576,-14.458980669326545
harmoniccomplex,58,9,14957.456015162068,-12.800467654253536
harmoniccomplex,91,0,253.76368639181615,-23.67889377250073
harmoniccomplex,91,1,478.8279082512245,-17.137807078150992
harmoniccomplex,91,2,809.6269994405562,-0.802146222208972
harmoniccomplex,91,3,1294.4969002249193,88.01640522124868
harmoniccomplex,91,4,2005.9415210019752,85.64204980477628
harmoniccomplex,91,5,3049.6957311016477,79.97836276186293
harmoniccomplex,91,6,4580.83733887449,70.25065397478338
harmoniccomplex,91,7,6826.94806306872,59.89557277420029
harmoniccomplex,91,8,10122.85498989576,45.15547137835539
harmoniccomplex,91,9,14957.456015162068,20.88899308963
harmoniccomplex,96,0,253.76368639181615,-26.596659852507063
harmoniccomplex,96,1,478.8279082512245,-23.99517226994137
harmoniccomplex,96,2,809.6269994405562,-17.951013983516017
harmoniccomplex,96,3,1294.4969002249193,15.43978369398479
harmoniccomplex,96,4,2005.9415210019752,89.93037339342642
harmoniccomplex,96,5,3049.6957311016477,74.8335063731208
harmoniccomplex,96,6,4580.83733887449,79.38448313196167
harmoniccomplex,96,7,6826.94806306872,69.61956459992878
harmoniccomplex,96,8,10122.85498989576,57.62748672256484
harmoniccomplex,96,9,14957.456015162068,38.3989018019912
harmoniccomplex,69,0,253.76368639181615,77.63632787907248
harmoniccomplex,69,1,478.8279082512245,89.7401671936097
harmoniccomplex,69,2,809.6269994405562,79.7246864980105
harmoniccomplex,69,3,1294.4969002249193,72.13772758420353
harmoniccomplex,69,4,2005.9415210019752,59.43779339756665
harmoniccomplex,69,5,3049.6957311016477,42.400354310854894
harmoniccomplex,69,6,4580.83733887449,13.80018081398623
harmoniccomplex,69,7,6826.94806306872,-16.286314560601728
harmoniccomplex,69,8,10122.85498989576,-14.306452771971141
harmoniccomplex,69,9,14957.456015162068,-12.619891268821826
harmoniccomplex,83,0,253.76368639181615,-5.395610013455937
harmoniccomplex,83,1,478.8279082512245,11.295363392502209
harmoniccomplex,83,2,809.6269994405562,88.15423604056087
harmoniccomplex,83,3,1294.4969002249193,85.40230868089951
harmoniccomplex,83,4,2005.9415210019752,79.97687178439419
harmoniccomplex,83,5,3049.6957311016477,70.05344970406406
harmoniccomplex,83,6,4580.83733887449,58.83200412858022
harmoniccomplex,83,7,6826.94806306872,41.464686380469864
harmoniccomplex,83,8,10122.85498989576,14.092961748873895
harmoniccomplex,83,9,14957.456015162068,-12.883942022774885
harmoniccomplex,84,0,253.76368639181615,-4.708272416773464
harmoniccomplex,84,1,478.8279082512245,8.677360864876256
harmoniccomplex,84,2,809.6269994405562,86.66394236441596
harmoniccomplex,84,3,1294.4969002249193,87.29236318628331
harmoniccomplex,84,4,2005.9415210019752,79.93037370870451
harmoniccomplex,84,5,3049.6957311016477,70.67288894616172
harmoniccomplex,84,6,4580.83733887449,59.95625764606753
harmoniccomplex,84,7,6826.94806306872,44.87138174799263
harmoniccomplex,84,8,10122.85498989576,19.98938970923306
harmoniccomplex,84,9,14957.456015162068,-12.889098823849505
harmoniccomplex,94,0,253.76368639181615,-21.90792515772301
harmoniccomplex,94,1,478.8279082512245,-17.68230520675196
harmoniccomplex,94,2,809.6269994405562,-8.434797193872926
harmoniccomplex,94,3,1294.4969002249193,79.31339002129279
harmoniccomplex,94,4,2005.9415210019752,89.61227702368903
harmoniccomplex,94,5,3049.6957311016477,77.41931069069781
harmoniccomplex,94,6,4580.83733887449,77.01231391301792
harmoniccomplex,94,7,6826.94806306872,67.36917812119987
harmoniccomplex,94,8,10122.85498989576,52.64088966086925
harmoniccomplex,94,9,14957.456015162068,32.83986880455077
harmoniccomplex,93,0,253.76368639181615,-23.958391546629123
harmoniccomplex,93,1,478.8279082512245,-19.55022694425095
harmoniccomplex,93,2,809.6269994405562,-9.18664753433313
harmoniccomplex,93,3,1294.4969002249193,83.70719925027032
harmoniccomplex,93,4,2005.9415210019752,88.83742864359277
harmoniccomplex,93,5,3049.6957311016477,78.81048637574969
harmoniccomplex,93,6,4580.83733887449,74.9902921260692
harmoniccomplex,93,7,6826.94806306872,65.35202177081032
harmoniccomplex,93,8,10122.85498989576,49.17892118053439
harmoniccomplex,93,9,14957.456015162068,28.255557824130186
harmoniccomplex,86,0,253.76368639181615,-9.73961168732427
harmoniccomplex,86,1,478.8279082512245,0.7568260253348258
harmoniccomplex,86,2,809.6269994405562,80.89957391646425
harmoniccomplex,86,3,1294.4969002249193,89.42981636993515
harmoniccomplex,86,4,2005.9415210019752,78.59368452293678
harmoniccomplex,86,5,3049.6957311016477,75.46762263757996
harmoniccomplex,86,6,4580.83733887449,65.39678652019754
harmoniccomplex,86,7,6826.94806306872,48.92167548821317
harmoniccomplex,86,8,10122.85498989576,27.423215478347224
harmoniccomplex,86,9,14957.456015162068,-12.905866595199704
harmoniccomplex,79,0,253.76368639181615,0.7837791717328111
harmoniccomplex,79,1,478.8279082512245,71.54891028258439
harmoniccomplex,79,2,809.6269994405562,89.93728927245772
harmoniccomplex,79,3,1294.4969002249193,78.01680170395284
harmoniccomplex,79,4,2005.9415210019752,76.42043282317022
harmoniccomplex,79,5,3049.6957311016477,65.8366826584406
harmoniccomplex,79,6,4580.83733887449,48.99451600234444
harmoniccomplex,79,7,6826.94806306872,27.01414422821173
harmoniccomplex,79,8,10122.85498989576,-14.436429390746092
harmoniccomplex,79,9,14957.456015162068,-12.807380407007605
harmoniccomplex,81,0,253.76368639181615,-4.8916340220560715
harmoniccomplex,81,1,478.8279082512245,23.483686363276878
harmoniccomplex,81,2,809.6269994405562,89.72437243811767
harmoniccomplex,81,3,1294.4969002249193,79.29057519259678
harmoniccomplex,81,4,2005.9415210019752,79.00505114097622
harmoniccomplex,81,5,3049.6957311016477,68.89441915754018
harmoniccomplex,81,6,4580.83733887449,55.35855694645747
harmoniccomplex,81,7,6826.94806306872,35.19683396160849
harmoniccomplex,81,8,10122.85498989576,-2.426501796099804
harmoniccomplex,81,9,14957.456015162068,-12.727457975744336
harmoniccomplex,108,0,253.76368639181615,-27.759958481150786
harmoniccomplex,108,1,478.8279082512245,-26.186046833629682
harmoniccomplex,108,2,809.6269994405562,-24.50760987430312
harmoniccomplex,108,3,1294.4969002249193,-22.83357057901698
harmoniccomplex,108,4,2005.9415210019752,-20.27884311531651
harmoniccomplex,108,5,3049.6957311016477,81.63552523765952
harmoniccomplex,108,6,4580.83733887449,89.31572251025683
harmoniccomplex,108,7,6826.94806306872,77.20184229613349
harmoniccomplex,108,8,10122.85498989576,77.18170394894842
harmoniccomplex,108,9,14957.456015162068,67.85004010744204
harmoniccomplex,80,0,253.76368639181615,3.3564249768786847
harmoniccomplex,80,1,478.8279082512245,39.66164479179386
harmoniccomplex,80,2,809.6269994405562,89.98150216502896
harmoniccomplex,80,3,1294.4969002249193,76.72849935937576
harmoniccomplex,80,4,2005.9415210019752,77.94085257843274
harmoniccomplex,80,5,3049.6957311016477,67.64476681019342
harmoniccomplex,80,6,4580.83733887449,52.4248728423898
harmoniccomplex,80,7,6826.94806306872,31.75988286637205
harmoniccomplex,80,8,10122.85498989576,-14.554762680640437
harmoniccomplex,80,9,14957.456015162068,-12.85318648651021
harmoniccomplex,78,0,253.76368639181615,4.003952124073399
harmoniccomplex,78,1,478.8279082512245,79.43757170059614
harmoniccomplex,78,2,809.6269994405562,89.60043945732454
harmoniccomplex,78,3,1294.4969002249193,79.10827701490345
harmoniccomplex,78,4,2005.9415210019752,74.38462504335531
harmoniccomplex,78,5,3049.6957311016477,63.36679552547111
harmoniccomplex,78,6,4580.83733887449,47.19088748388758
harmoniccomplex,78,7,6826.94806306872,23.91811265178334
harmoniccomplex,78,8,10122.85498989576,-14.389812453773388
harmoniccomplex,78,9,14957.456015162068,-12.951862577028779
harmoniccomplex,87,0,253.76368639181615,-10.582251888183622
harmoniccomplex,87,1,478.8279082512245,-1.507746262757417
harmoniccomplex,87,2,809.6269994405562,74.05273797095299
harmoniccomplex,87,3,1294.4969002249193,89.88795116816382
harmoniccomplex,87,4,2005.9415210019752,77.12818999483983
harmoniccomplex,87,5,3049.6957311016477,77.31209275975178
harmoniccomplex,87,6,4580.83733887449,67.37301121215242
harmoniccomplex,87,7,6826.94806306872,52.323183358983734
harmoniccomplex,87,8,10122.85498989576,32.14786247167362
harmoniccomplex,87,9,14957.456015162068,-12.878359713607557
harmoniccomplex,92,0,253.76368639181615,-22.285331345262325
harmoniccomplex,92,1,478.8279082512245,-16.91937475242623
harmoniccomplex,92,2,809.6269994405562,-3.153333161170748
harmoniccomplex,92,3,1294.4969002249193,86.32158371100681
harmoniccomplex,92,4,2005.9415210019752,87.56837220899331
harmoniccomplex,92,5,3049.6957311016477,79.62808517952708
harmoniccomplex,92,6,4580.83733887449,72.41153094247721
harmoniccomplex,92,7,6826.94806306872,62.62464911815868
harmoniccomplex,92,8,10122.85498989576,47.40557965100233
harmoniccomplex,92,9,14957.456015162068,24.832990706282363
harmoniccomplex,95,0,253.76368639181615,-23.67968020642808
harmoniccomplex,95,1,478.8279082512245,-19.617822229055747
harmoniccomplex,95,2,809.6269994405562,-11.139572032377403
harmoniccomplex,95,3,1294.4969002249193,68.66896195439654
harmoniccomplex,95,4,2005.9415210019752,89.96772131308592
harmoniccomplex,95,5,3049.6957311016477,75.22231485600676
harmoniccomplex,95,6,4580.83733887449,78.44798572252132
harmoniccomplex,95,7,6826.94806306872,68.75411037185712
harmoniccomplex,95,8,10122.85498989576,55.57808672833814
harmoniccomplex,95,9,14957.456015162068,35.95492927960834
harmoniccomplex,60,0,253.76368639181615,89.98189479018353
harmoniccomplex,60,1,478.8279082512245,79.94322175163661
harmoniccomplex,60,2,809.6269994405562,71.98958320868941
harmoniccomplex,60,3,1294.4969002249193,58.0779183104249
harmoniccomplex,60,4,2005.9415210019752,36.7165802538612
harmoniccomplex,60,5,3049.6957311016477,2.035493345650299
harmoniccomplex,60,6,4580.83733887449,-17.722780524485596
harmoniccomplex,60,7,6826.94806306872,-16.251649419562867
harmoniccomplex,60,8,10122.85498989576,-14.536527074928603
harmoniccomplex,60,9,14957.456015162068,-12.896792530904719
harmoniccomplex,98,0,253.76368639181615,-26.966812701106267
harmoniccomplex,98,1,478.8279082512245,-24.05026110766592
harmoniccomplex,98,2,809.6269994405562,-19.321390422852886
harmoniccomplex,98,3,1294.4969002249193,-2.8698412785571064
harmoniccomplex,98,4,2005.9415210019752,88.59391278458614
harmoniccomplex,98,5,3049.6957311016477,84.41736537529891
harmoniccomplex,98,6,4580.83733887449,79.98586431071386
harmoniccomplex,98,7,6826.94806306872,70.16202312141334
harmoniccomplex,98,8,10122.85498989576,60.072080000697845
harmoniccomplex,98,9,14957.456015162068,45.634192867070176
harmoniccomplex,67,0,253.76368639181615,84.32325777798124
harmoniccomplex,67,1,478.8279082512245,88.6378943063945
harmoniccomplex,67,2,809.6269994405562,79.98996420438024
harmoniccomplex,67,3,1294.4969002249193,69.74492528683068
harmoniccomplex,67,4,2005.9415210019752,56.74533225972275
harmoniccomplex,67,5,3049.6957311016477,35.710175355609415
harmoniccomplex,67,6,4580.83733887449,-2.9346280739999435
harmoniccomplex,67,7,6826.94806306872,-16.20500879577299
harmoniccomplex,67,8,10122.85498989576,-14.500607520415535
harmoniccomplex,67,9,14957.456015162068,-12.794447262972087
harmoniccomplex,72,0,253.76368639181615,39.12773862099892
harmoniccomplex,72,1,478.8279082512245,89.75467579965817
harmoniccomplex,72,2,809.6269994405562,80.05445071053678
harmoniccomplex,72,3,1294.4969002249193,77.7745057122048
harmoniccomplex,72,4,2005.9415210019752,66.74156467326658
harmoniccomplex,72,5,3049.6957311016477,49.69253776311882
harmoniccomplex,72,6,4580.83733887449,27.165637745488162
harmoniccomplex,72,7,6826.94806306872,-16.040088379287262
harmoniccomplex,72,8,10122.85498989576,-14.446809910933293
harmoniccomplex,72,9,14957.456015162068,-12.958162145061698
harmoniccomplex,75,0,253.76368639181615,17.473568691525905
harmoniccomplex,75,1,478.8279082512245,87.35819827996104
harmoniccomplex,75,2,809.6269994405562,86.61078329948813
harmoniccomplex,75,3,1294.4969002249193,79.92481548798287
harmoniccomplex,75,4,2005.9415210019752,69.86096764815923
harmoniccomplex,75,5,3049.6957311016477,57.70208192001746
harmoniccomplex,75,6,4580.83733887449,37.574670599422426
harmoniccomplex,75,7,6826.94806306872,8.90137155812173
harmoniccomplex,75,8,10122.85498989576,-14.506206020966399
harmoniccomplex,75,9,14957.456015162068,-12.878372180363108
harmoniccomplex,102,0,253.76368639181615,-27.32654457020608
harmoniccomplex,102,1,478.8279082512245,-26.132227832315664
harmoniccomplex,102,2,809.6269994405562,-24.164890987317612
harmoniccomplex,102,3,1294.4969002249193,-19.99776699286662
harmoniccomplex,102,4,2005.9415210019752,73.44352134677618
harmoniccomplex,102,5,3049.6957311016477,89.90274972336468
harmoniccomplex,102,6,4580.83733887449,75.16008379063078
harmoniccomplex,102,7,6826.94806306872,78.46058094205767
harmoniccomplex,102,8,10122.85498989576,68.88654757695511
harmoniccomplex,102,9,14957.456015162068,56.01131056224405
harmoniccomplex,56,0,253.76368639181615,89.3065568067116
harmoniccomplex,56,1,478.8279082512245,79.56501568478171
harmoniccomplex,56,2,809.6269994405562,67.50881371934767
harmoniccomplex,56,3,1294.4969002249193,48.185267599259696
harmoniccomplex,56,4,2005.9415210019752,22.923263524225106
harmoniccomplex,56,5,3049.6957311016477,-19.175161736664514
harmoniccomplex,56,6,4580.83733887449,-17.663588188813804
harmoniccomplex,56,7,6826.94806306872,-15.905321189671104
harmoniccomplex,56,8,10122.85498989576,-14.575990189358377
harmoniccomplex,56,9,14957.456015162068,-12.969390220000811
harmoniccomplex,105,0,253.76368639181615,-27.795639783873952
harmoniccomplex,105,1,478.8279082512245,-26.227253219592747
harmoniccomplex,105,2,809.6269994405562,-23.604721960199196
harmoniccomplex,105,3,1294.4969002249193,-21.717498046827846
harmoniccomplex,105,4,2005.9415210019752,-13.0740442976842
harmoniccomplex,105,5,3049.6957311016477,88.8104907829574
harmoniccomplex,105,6,4580.83733887449,83.79383901034446
harmoniccomplex,105,7,6826.94806306872,79.97642228641428
harmoniccomplex,105,8,10122.85498989576,70.20940703077517
harmoniccomplex,105,9,14957.456015162068,60.46033788623693
harmoniccomplex,74,0,253.76368639181615,21.937620026151624
harmoniccomplex,74,1,478.8279082512245,88.50469267363624
harmoniccomplex,74,2,809.6269994405562,84.82160277925774
harmoniccomplex,74,3,1294.4969002249193,79.54332447232605
harmoniccomplex,74,4,2005.9415210019752,69.24943461419537
harmoniccomplex,74,5,3049.6957311016477,55.81078907016344
harmoniccomplex,74,6,4580.83733887449,35.229866569272474
harmoniccomplex,74,7,6826.94806306872,-4.605981167453381
harmoniccomplex,74,8,10122.85498989576,-14.557905605031543
harmoniccomplex,74,9,14957.456015162068,-12.82397092008411
harmoniccomplex,73,0,253.76368639181615,29.791593153834377
harmoniccomplex,73,1,478.8279082512245,89.27879781381691
harmoniccomplex,73,2,809.6269994405562,82.56877325716674
harmoniccomplex,73,3,1294.4969002249193,78.83703787978382
harmoniccomplex,73,4,2005.9415210019752,68.23321088906287
harmoniccomplex,73,5,3049.6957311016477,53.12655406995994
harmoniccomplex,73,6,4580.83733887449,31.87920921317044
harmoniccomplex,73,7,6826.94806306872,-16.390235043112014
harmoniccomplex,73,8,10122.85498989576,-14.611641613600778
harmoniccomplex,73,9,14957.456015162068,-12.805042061004904
harmoniccomplex,66,0,253.76368639181615,86.12150779504476
harmoniccomplex,66,1,478.8279082512245,87.77666964511195
harmoniccomplex,66,2,809.6269994405562,79.72876324765662
harmoniccomplex,66,3,1294.4969002249193,69.07599536025076
harmoniccomplex,66,4,2005.9415210019752,54.54215973858346
harmoniccomplex,66,5,3049.6957311016477,32.7033152499714
harmoniccomplex,66,6,4580.83733887449,-17.724811531453497
harmoniccomplex,66,7,6826.94806306872,-16.308834134043742
harmoniccomplex,66,8,10122.85498989576,-14.676735696046599
harmoniccomplex,66,9,14957.456015162068,-12.826838065528417
harmoniccomplex,99,0,253.76368639181615,-27.889030937725025
harmoniccomplex,99,1,478.8279082512245,-25.398224296071717
harmoniccomplex,99,2,809.6269994405562,-22.443659174025367
harmoniccomplex,99,3,1294.4969002249193,-11.70840585445928
harmoniccomplex,99,4,2005.9415210019752,87.12814183896083
harmoniccomplex,99,5,3049.6957311016477,86.84630615803516
harmoniccomplex,99,6,4580.83733887449,79.64972945885668
harmoniccomplex,99,7,6826.94806306872,72.26555200906803
harmoniccomplex,99,8,10122.85498989576,62.89314121356857
harmoniccomplex,99,9,14957.456015162068,47.73778469205446
harmoniccomplex,61,0,253.76368639181615,89.84255344430841
harmoniccomplex,61,1,478.8279082512245,80.80128382963424
harmoniccomplex,61,2,809.6269994405562,74.06797282932997
harmoniccomplex,61,3,1294.4969002249193,59.39016484971236
harmoniccomplex,61,4,2005.9415210019752,40.544938355141426
harmoniccomplex,61,5,3049.6957311016477,10.452520911171268
harmoniccomplex,61,6,4580.83733887449,-17.798413886403218
harmoniccomplex,61,7,6826.94806306872,-15.90798922912883
harmoniccomplex,61,8,10122.85498989576,-14.45992754399031
harmoniccomplex,61,9,14957.456015162068,-12.99236779304493
harmoniccomplex,104,0,253.76368639181615,-27.95360444161922
harmoniccomplex,104,1,478.8279082512245,-25.47172447050756
harmoniccomplex,104,2,809.6269994405562,-23.560182882468172
harmoniccomplex,104,3,1294.4969002249193,-21.23511295458441
