condition,midi,band,center_freq_hz,level_db
flute,95,0,253.76368639181615,-9.934863271009988
flute,95,1,478.8279082512245,3.101975884208385
flute,95,2,809.6269994405562,4.996317506776837
flute,95,3,1294.4969002249193,39.091502124528155
flute,95,4,2005.9415210019752,64.32610049319263
flute,95,5,3049.6957311016477,31.910721403695177
flute,95,6,4580.83733887449,36.48844689483309
flute,95,7,6826.94806306872,33.91728839823942
flute,95,8,10122.85498989576,23.660282150800505
flute,95,9,14957.456015162068,15.937526226093919
flute,81,0,253.76368639181615,11.965947088851616
flute,81,1,478.8279082512245,22.35385673270902
flute,81,2,809.6269994405562,54.262792341311666
flute,81,3,1294.4969002249193,53.05672975719372
flute,81,4,2005.9415210019752,58.65795219263983
flute,81,5,3049.6957311016477,50.98766577555581
flute,81,6,4580.83733887449,32.80422659161375
flute,81,7,6826.94806306872,26.05386890474367
flute,81,8,10122.85498989576,25.762186262825352
flute,81,9,14957.456015162068,21.41630672886763
flute,64,0,253.76368639181615,52.40636212095246
flute,64,1,478.8279082512245,52.44335396674561
flute,64,2,809.6269994405562,53.3444852437297
flute,64,3,1294.4969002249193,54.14979416528684
flute,64,4,2005.9415210019752,47.5769531463864
flute,64,5,3049.6957311016477,37.02804798620897
flute,64,6,4580.83733887449,31.382284259964166
flute,64,7,6826.94806306872,22.5590979326675
flute,64,8,10122.85498989576,19.53299804694296
flute,64,9,14957.456015162068,12.422387466873225
flute,70,0,253.76368639181615,36.27661227063743
flute,70,1,478.8279082512245,58.794845503173285
flute,70,2,809.6269994405562,54.443671576545626
flute,70,3,1294.4969002249193,51.11598676189598
flute,70,4,2005.9415210019752,50.79328465395858
flute,70,5,3049.6957311016477,38.88395640918518
flute,70,6,4580.83733887449,25.973223396150157
flute,70,7,6826.94806306872,17.44186309917354
flute,70,8,10122.85498989576,18.407158007052125
flute,70,9,14957.456015162068,8.690925868648362
flute,108,0,253.76368639181615,-2.3667652565491566
flute,108,1,478.8279082512245,-7.123220677951281
flute,108,2,809.6269994405562,-3.50259566679197
flute,108,3,1294.4969002249193,6.5613676830738825
flute,108,4,2005.9415210019752,6.993016926242696
flute,108,5,3049.6957311016477,55.3545304694792
flute,108,6,4580.83733887449,64.16141013338168
flute,108,7,6826.94806306872,35.29052590766119
flute,108,8,10122.85498989576,37.1623521740461
flute,108,9,14957.456015162068,34.058669818616444
flute,98,0,253.76368639181615,-6.772629788154086
flute,98,1,478.8279082512245,-2.4444143150994
flute,98,2,809.6269994405562,6.008532683480686
flute,98,3,1294.4969002249193,11.775724481208536
flute,98,4,2005.9415210019752,62.42080989856622
flute,98,5,3049.6957311016477,58.90721915912191
flute,98,6,4580.83733887449,37.408689993726256
flute,98,7,6826.94806306872,34.72789165108813
flute,98,8,10122.85498989576,28.1588038756515
flute,98,9,14957.456015162068,16.41332270191809
flute,93,0,253.76368639181615,-7.619758031829239
flute,93,1,478.8279082512245,4.512537316660411
flute,93,2,809.6269994405562,5.644833985467185
flute,93,3,1294.4969002249193,57.68201562489328
flute,93,4,2005.9415210019752,63.44576972386784
flute,93,5,3049.6957311016477,35.33386659658422
flute,93,6,4580.83733887449,35.29598146239839
flute,93,7,6826.94806306872,31.461488654931024
flute,93,8,10122.85498989576,17.743240586144932
flute,93,9,14957.456015162068,15.396610757022213
