stimulus,band,center_freq_hz,level_db
stim289_rap_song.wav,0,172.99803857099127,42.46523481250263
stim289_rap_song.wav,1,262.4970238432671,36.208088591009314
stim289_rap_song.wav,2,371.4957880296142,36.44876398017907
stim289_rap_song.wav,3,504.9942744413329,38.20862707181505
stim289_rap_song.wav,4,668.4924207208535,36.291907282423466
stim289_rap_song.wav,5,867.9901588417365,35.7219816410609
stim289_rap_song.wav,6,1111.4873981020623,35.098518855048425
stim289_rap_song.wav,7,1409.9840137866918,32.77230301415128
stim289_rap_song.wav,8,1773.9798868493556,34.603759299715875
stim289_rap_song.wav,9,2219.4748358862144,33.895496655179784
stim289_rap_song.wav,10,2763.46866815569,32.98727585360025
stim289_rap_song.wav,11,3428.9611228897634,32.82197225928626
stim289_rap_song.wav,12,4241.951905307196,30.458159519889364
stim289_rap_song.wav,13,5235.940635593701,29.282276661674725
stim289_rap_song.wav,14,6450.92686023968,24.758667157650244
stim289_rap_song.wav,15,7936.410018027007,27.293054386513305
stim289_rap_song.wav,16,9751.389440029025,28.72554034943984
stim289_rap_song.wav,17,11970.364281584109,25.3963394662153
stim289_rap_song.wav,18,14682.333533633406,17.650442446907874
stim289_rap_song.wav,19,17997.79594335665,7.642363125966773
stim18_basketball_dribbling.wav,0,172.99803857099127,44.44030787920482
stim18_basketball_dribbling.wav,1,262.4970238432671,35.77266722463775
stim18_basketball_dribbling.wav,2,371.4957880296142,33.533205286075244
stim18_basketball_dribbling.wav,3,504.9942744413329,28.506952498280786
stim18_basketball_dribbling.wav,4,668.4924207208535,24.24296065770744
stim18_basketball_dribbling.wav,5,867.9901588417365,26.62989371709559
stim18_basketball_dribbling.wav,6,1111.4873981020623,28.63355805268104
stim18_basketball_dribbling.wav,7,1409.9840137866918,27.78928375279818
stim18_basketball_dribbling.wav,8,1773.9798868493556,28.229448449360625
stim18_basketball_dribbling.wav,9,2219.4748358862144,28.537649573029235
stim18_basketball_dribbling.wav,10,2763.46866815569,29.513309653951808
stim18_basketball_dribbling.wav,11,3428.9611228897634,28.65480742620116
stim18_basketball_dribbling.wav,12,4241.951905307196,27.329977520082434
stim18_basketball_dribbling.wav,13,5235.940635593701,24.884895285027092
stim18_basketball_dribbling.wav,14,6450.92686023968,23.1076606083571
stim18_basketball_dribbling.wav,15,7936.410018027007,23.21594399771138
stim18_basketball_dribbling.wav,16,9751.389440029025,16.978263570575603
stim18_basketball_dribbling.wav,17,11970.364281584109,10.322754996972304
stim18_basketball_dribbling.wav,18,14682.333533633406,4.392864465605776
stim18_basketball_dribbling.wav,19,17997.79594335665,0.2690077834390103
stim394_violin.wav,0,172.99803857099127,20.4985155527945
stim394_violin.wav,1,262.4970238432671,43.23385327026383
stim394_violin.wav,2,371.4957880296142,43.198352273501534
stim394_violin.wav,3,504.9942744413329,50.83226673730379
stim394_violin.wav,4,668.4924207208535,46.22608014011053
stim394_violin.wav,5,867.9901588417365,39.216357448022684
stim394_violin.wav,6,1111.4873981020623,42.54923487396933
stim394_violin.wav,7,1409.9840137866918,37.890852318128985
stim394_violin.wav,8,1773.9798868493556,35.910942582907104
stim394_violin.wav,9,2219.4748358862144,35.33195029410705
stim394_violin.wav,10,2763.46866815569,34.93373565499983
stim394_violin.wav,11,3428.9611228897634,30.709077333824123
stim394_violin.wav,12,4241.951905307196,27.01206564107715
stim394_violin.wav,13,5235.940635593701,21.5232901716514
stim394_violin.wav,14,6450.92686023968,14.934788395741748
stim394_violin.wav,15,7936.410018027007,9.961198939138086
stim394_violin.wav,16,9751.389440029025,7.327635799072397
stim394_violin.wav,17,11970.364281584109,3.7198207438969777
stim394_violin.wav,18,14682.333533633406,1.3177343315843841
stim394_violin.wav,19,17997.79594335665,-0.8817767256284104
stim364_tearing.wav,0,172.99803857099127,8.660727193910404
stim364_tearing.wav,1,262.4970238432671,21.461233053990902
stim364_tearing.wav,2,371.4957880296142,30.437986981735712
stim364_tearing.wav,3,504.9942744413329,34.97882392890227
stim364_tearing.wav,4,668.4924207208535,36.65337454295932
stim364_tearing.wav,5,867.9901588417365,38.04614382161956
stim364_tearing.wav,6,1111.4873981020623,39.44256812484204
stim364_tearing.wav,7,1409.9840137866918,40.89249469023319
stim364_tearing.wav,8,1773.9798868493556,41.702349304564464
stim364_tearing.wav,9,2219.4748358862144,42.08279544894398
stim364_tearing.wav,10,2763.46866815569,42.60868306922126
stim364_tearing.wav,11,3428.9611228897634,43.05463515637144
stim364_tearing.wav,12,4241.951905307196,42.23848544167191
