elevation,rms_<0.8,rms_0.8–1.4,rms_1.4–2.5,rms_2.5–4.5,rms_4.5–8,rms_8-16,rms_16-32
-25.0,0.007511255117183034,0.007417424885984874,0.02963436563430162,0.03599374350596568,0.010846545425181153,0.012347952428862798,0.0018493989560468063
-12.5,0.007636247138580247,0.006272261318399436,0.03799918115219764,0.032152278881510434,0.009749241412541484,0.013330422561177278,0.0017602632990135695
0.0,0.007613163665419416,0.005455848725752414,0.03365586535110871,0.027949769441321378,0.008918818589099325,0.011202083738396765,0.0015606198915675085
12.5,0.007446418964819573,0.005507924005463446,0.02958885567741092,0.027666475855520952,0.010514022350962214,0.009229206562181307,0.0016335900824779725
25.0,0.007199687492592056,0.006043709343249113,0.027431155222550886,0.02664933577583544,0.011920904081158904,0.00668050772516135,0.001453825148976451
