timestamp,subject,task,idx,stim,frequency,direction,azimuth,elevation
2024-09-20 13:58:01.066640,	Sub00,	absolute,	103,	"(523.2511306011972, 24)",	523.2511306011972,	24,	1,	2
2024-09-20 13:58:01.066769,	Sub00,	absolute,	104,	"(739.9888454232688, 23)",	739.9888454232688,	23,	1,	2
2024-09-20 13:58:01.066892,	Sub00,	absolute,	105,	"(349.22823143300394, 22)",	349.22823143300394,	22,	1,	2
2024-09-20 13:58:01.067014,	Sub00,	absolute,	106,	"(440.0, 21)",	440.0,	21,	1,	2
2024-09-20 13:58:01.067133,	Sub00,	absolute,	107,	"(587.3295358348153, 24)",	587.3295358348153,	24,	1,	2
2024-09-20 13:58:01.067259,	Sub00,	absolute,	108,	"(246.94165062806212, 22)",	246.94165062806212,	22,	1,	2
2024-09-20 13:58:01.067380,	Sub00,	absolute,	109,	"(830.6093951598904, 23)",	830.6093951598904,	23,	1,	2
2024-09-20 13:58:01.067504,	Sub00,	absolute,	110,	"(184.9972113558172, 21)",	184.9972113558172,	21,	1,	2
2024-09-20 13:58:01.067626,	Sub00,	absolute,	111,	"(164.813778456435, 24)",	164.813778456435,	24,	1,	2
2024-09-20 13:58:01.067750,	Sub00,	absolute,	112,	"(391.9954359817492, 24)",	391.9954359817492,	24,	1,	2
2024-09-20 13:58:01.067871,	Sub00,	absolute,	113,	"(164.813778456435, 23)",	164.813778456435,	23,	1,	2
2024-09-20 13:58:01.067990,	Sub00,	absolute,	114,	"(415.3046975799452, 23)",	415.3046975799452,	23,	1,	2
2024-09-20 13:58:01.068112,	Sub00,	absolute,	115,	"(195.99771799087466, 22)",	195.99771799087466,	22,	1,	2
2024-09-20 13:58:01.068231,	Sub00,	absolute,	116,	"(830.6093951598904, 22)",	830.6093951598904,	22,	1,	2
2024-09-20 13:58:01.068350,	Sub00,	absolute,	117,	"(523.2511306011972, 21)",	523.2511306011972,	21,	1,	2
2024-09-20 13:58:01.068471,	Sub00,	absolute,	118,	"(554.3652619537442, 25)",	554.3652619537442,	25,	1,	2
2024-09-20 13:58:01.068592,	Sub00,	absolute,	119,	"(622.2539674441618, 25)",	622.2539674441618,	25,	1,	2
2024-09-20 13:58:01.068843,	Sub00,	absolute,	120,	"(246.94165062806212, 23)",	246.94165062806212,	23,	1,	2
2024-09-20 13:58:01.068942,	Sub00,	absolute,	121,	"(277.1826309768721, 21)",	277.1826309768721,	21,	1,	2
2024-09-20 13:58:01.069047,	Sub00,	absolute,	122,	"(329.62755691286986, 22)",	329.62755691286986,	22,	1,	2
2024-09-20 13:58:01.069142,	Sub00,	absolute,	123,	"(220.0, 22)",	220.0,	22,	1,	2
2024-09-20 13:58:01.069235,	Sub00,	absolute,	124,	"(293.66476791740763, 21)",	293.66476791740763,	21,	1,	2
2024-09-20 13:58:01.069331,	Sub00,	absolute,	125,	"(493.88330125612424, 22)",	493.88330125612424,	22,	1,	2
2024-09-20 13:58:01.069425,	Sub00,	absolute,	126,	"(329.62755691286986, 21)",	329.62755691286986,	21,	1,	2
2024-09-20 13:58:01.069519,	Sub00,	absolute,	127,	"(659.2551138257397, 25)",	659.2551138257397,	25,	1,	2
2024-09-20 13:58:01.069615,	Sub00,	absolute,	128,	"(369.9944227116344, 23)",	369.9944227116344,	23,	1,	2
