onset_sec,note,velocity,offset,duration,freq,interval
184.0,64.0,80.0,184.94791666666663,0.9479166666666572,329.62755691286986,0
185.0,64.0,80.0,185.94791666666663,0.9479166666666572,329.62755691286986,-1.0
186.0,64.0,80.0,187.42291666666668,1.42291666666668,329.62755691286986,-1.0
187.5,62.0,80.0,187.73541666666668,0.2354166666666799,293.66476791740763,-1.1224620483093726
187.75,64.0,80.0,187.98541666666668,0.2354166666666799,329.62755691286986,1.1224620483093726
188.0,65.0,80.0,188.94791666666663,0.9479166666666572,349.22823143300394,1.0594630943592958
189.0,67.0,80.0,189.47291666666663,0.4729166666666629,391.9954359817492,1.1224620483093726
189.5,62.0,80.0,189.97291666666663,0.4729166666666629,293.66476791740763,-1.3348398541700337
190.0,64.0,80.0,190.94791666666663,0.9479166666666572,329.62755691286986,1.1224620483093726
191.0,72.0,80.0,191.94791666666663,0.9479166666666572,523.2511306011972,1.5874010519681998
