onset_sec,note,velocity,offset,duration,freq,interval,key
200.0,84.0,80.0,201.42291666666668,1.42291666666668,1046.5022612023945,0,c1
201.5,83.0,80.0,202.21041666666667,0.7104166666666742,987.7666025122485,-1.0594630943592949,c1
202.25,84.0,80.0,202.48541666666668,0.2354166666666799,1046.5022612023945,1.0594630943592949,c1
202.5,86.0,80.0,202.73541666666668,0.2354166666666799,1174.6590716696305,1.1224620483093732,c1
202.75,84.0,80.0,202.98541666666668,0.2354166666666799,1046.5022612023945,-1.1224620483093732,c1
203.0,83.0,80.0,203.47291666666663,0.4729166666666629,987.7666025122485,-1.0594630943592949,c1
203.5,79.0,80.0,203.97291666666663,0.4729166666666629,783.9908719634984,-1.2599210498948739,c1
204.0,81.0,80.0,205.42291666666668,1.42291666666668,880.0,1.1224620483093732,c1
205.5,83.0,80.0,206.21041666666667,0.7104166666666742,987.7666025122485,1.1224620483093732,c1
206.25,81.0,80.0,206.48541666666668,0.2354166666666799,880.0,-1.1224620483093732,c1
206.5,79.0,80.0,206.73541666666668,0.2354166666666799,783.9908719634984,-1.1224620483093732,c1
206.75,77.0,80.0,206.98541666666668,0.2354166666666799,698.4564628660079,-1.1224620483093726,c1
207.0,72.0,80.0,207.94791666666663,0.9479166666666572,523.2511306011972,-1.3348398541700346,c1
