onset_sec,note,velocity,offset,duration,freq,interval
88.0,67.0,80.0,88.94791666666667,0.9479166666666714,391.9954359817492,0
89.0,64.0,80.0,89.94791666666667,0.9479166666666714,329.62755691286986,-1.189207115002721
90.0,72.0,80.0,90.94791666666669,0.9479166666666714,523.2511306011972,1.5874010519681998
91.0,69.0,80.0,91.94791666666669,0.9479166666666714,440.0,-1.189207115002721
92.0,67.0,80.0,92.47291666666666,0.4729166666666629,391.9954359817492,-1.1224620483093732
92.5,60.0,80.0,92.97291666666666,0.4729166666666629,261.6255653005986,-1.4983070768766813
93.0,65.0,80.0,93.47291666666666,0.4729166666666629,349.22823143300394,1.3348398541700346
93.5,64.0,80.0,93.97291666666666,0.4729166666666629,329.62755691286986,-1.0594630943592958
94.0,62.0,80.0,94.47291666666666,0.4729166666666629,293.66476791740763,-1.1224620483093726
94.5,65.0,80.0,94.97291666666666,0.4729166666666629,349.22823143300394,1.189207115002721
95.0,57.0,80.0,95.94791666666669,0.9479166666666714,220.0,-1.5874010519681998
