onset_sec,note,velocity,offset,duration,freq,interval
40.0,60.0,80.0,40.47291666666667,0.47291666666667,261.6255653005986,0
40.5,67.0,80.0,40.97291666666667,0.47291666666667,391.9954359817492,1.4983070768766813
41.0,64.0,80.0,41.47291666666667,0.47291666666667,329.62755691286986,-1.189207115002721
41.5,60.0,80.0,41.97291666666667,0.47291666666667,261.6255653005986,-1.259921049894873
42.0,69.0,80.0,42.47291666666667,0.47291666666667,440.0,1.6817928305074292
42.5,65.0,80.0,42.97291666666667,0.47291666666667,349.22823143300394,-1.259921049894873
43.0,67.0,80.0,43.947916666666664,0.9479166666666644,391.9954359817492,1.1224620483093726
44.0,67.0,80.0,44.235416666666666,0.2354166666666657,391.9954359817492,-1.0
44.25,65.0,80.0,44.485416666666666,0.2354166666666657,349.22823143300394,-1.1224620483093726
44.5,64.0,80.0,44.735416666666666,0.2354166666666657,329.62755691286986,-1.0594630943592958
44.75,65.0,80.0,44.985416666666666,0.2354166666666657,349.22823143300394,1.0594630943592958
45.0,67.0,80.0,45.235416666666666,0.2354166666666657,391.9954359817492,1.1224620483093726
45.25,69.0,80.0,45.485416666666666,0.2354166666666657,440.0,1.1224620483093732
45.5,71.0,80.0,45.735416666666666,0.2354166666666657,493.88330125612424,1.1224620483093732
45.75,67.0,80.0,45.985416666666666,0.2354166666666657,391.9954359817492,-1.2599210498948739
46.0,72.0,80.0,46.235416666666666,0.2354166666666657,523.2511306011972,1.3348398541700346
46.25,74.0,80.0,46.485416666666666,0.2354166666666657,587.3295358348153,1.1224620483093732
46.5,76.0,80.0,46.735416666666666,0.2354166666666657,659.2551138257397,1.1224620483093726
46.75,76.0,80.0,46.985416666666666,0.2354166666666657,659.2551138257397,-1.0
47.0,72.0,80.0,47.947916666666664,0.9479166666666644,523.2511306011972,-1.259921049894873
