onset_sec,note,velocity,offset,duration,freq,interval,key
16.0,64.0,80.0,16.472916666666666,0.4729166666666664,329.62755691286986,0,e
16.5,68.0,80.0,16.972916666666666,0.4729166666666664,415.3046975799452,1.259921049894873,e
17.0,71.0,80.0,17.472916666666666,0.4729166666666664,493.88330125612424,1.189207115002721,e
17.5,71.0,80.0,17.972916666666666,0.4729166666666664,493.88330125612424,-1.0,e
18.0,69.0,80.0,18.472916666666663,0.4729166666666664,440.0,-1.1224620483093726,e
18.5,68.0,80.0,18.972916666666663,0.4729166666666664,415.3046975799452,-1.0594630943592958,e
19.0,66.0,80.0,19.472916666666663,0.4729166666666664,369.9944227116344,-1.1224620483093726,e
19.5,64.0,80.0,19.972916666666663,0.4729166666666664,329.62755691286986,-1.1224620483093732,e
20.0,66.0,80.0,20.472916666666663,0.4729166666666664,369.9944227116344,1.1224620483093732,e
20.5,68.0,80.0,20.972916666666663,0.4729166666666664,415.3046975799452,1.1224620483093726,e
21.0,64.0,80.0,21.947916666666668,0.947916666666668,329.62755691286986,-1.259921049894873,e
22.0,66.0,80.0,22.472916666666663,0.4729166666666664,369.9944227116344,1.1224620483093732,e
22.5,68.0,80.0,22.972916666666663,0.4729166666666664,415.3046975799452,1.1224620483093726,e
23.0,64.0,80.0,23.947916666666668,0.947916666666668,329.62755691286986,-1.259921049894873,e
