onset_sec,note,velocity,offset,duration,freq,interval,key
16.0,72.0,80.0,16.472916666666666,0.4729166666666664,523.2511306011972,0,c2
16.5,76.0,80.0,16.972916666666666,0.4729166666666664,659.2551138257397,1.259921049894873,c2
17.0,79.0,80.0,17.472916666666666,0.4729166666666664,783.9908719634984,1.189207115002721,c2
17.5,79.0,80.0,17.972916666666666,0.4729166666666664,783.9908719634984,-1.0,c2
18.0,77.0,80.0,18.472916666666663,0.4729166666666664,698.4564628660079,-1.1224620483093726,c2
18.5,76.0,80.0,18.972916666666663,0.4729166666666664,659.2551138257397,-1.0594630943592958,c2
19.0,74.0,80.0,19.472916666666663,0.4729166666666664,587.3295358348153,-1.1224620483093726,c2
19.5,72.0,80.0,19.972916666666663,0.4729166666666664,523.2511306011972,-1.1224620483093732,c2
20.0,74.0,80.0,20.472916666666663,0.4729166666666664,587.3295358348153,1.1224620483093732,c2
20.5,76.0,80.0,20.972916666666663,0.4729166666666664,659.2551138257397,1.1224620483093726,c2
21.0,72.0,80.0,21.947916666666668,0.947916666666668,523.2511306011972,-1.259921049894873,c2
22.0,74.0,80.0,22.472916666666663,0.4729166666666664,587.3295358348153,1.1224620483093732,c2
22.5,76.0,80.0,22.972916666666663,0.4729166666666664,659.2551138257397,1.1224620483093726,c2
23.0,72.0,80.0,23.947916666666668,0.947916666666668,523.2511306011972,-1.259921049894873,c2
