onset_sec,note,velocity,offset,duration,freq,interval
16.0,60.0,80.0,16.472916666666666,0.4729166666666664,261.6255653005986,0
16.5,64.0,80.0,16.972916666666666,0.4729166666666664,329.62755691286986,1.259921049894873
17.0,67.0,80.0,17.472916666666666,0.4729166666666664,391.9954359817492,1.189207115002721
17.5,67.0,80.0,17.972916666666666,0.4729166666666664,391.9954359817492,-1.0
18.0,65.0,80.0,18.472916666666663,0.4729166666666664,349.22823143300394,-1.1224620483093726
18.5,64.0,80.0,18.972916666666663,0.4729166666666664,329.62755691286986,-1.0594630943592958
19.0,62.0,80.0,19.472916666666663,0.4729166666666664,293.66476791740763,-1.1224620483093726
19.5,60.0,80.0,19.972916666666663,0.4729166666666664,261.6255653005986,-1.1224620483093732
20.0,62.0,80.0,20.472916666666663,0.4729166666666664,293.66476791740763,1.1224620483093732
20.5,64.0,80.0,20.972916666666663,0.4729166666666664,329.62755691286986,1.1224620483093726
21.0,60.0,80.0,21.947916666666668,0.947916666666668,261.6255653005986,-1.259921049894873
22.0,62.0,80.0,22.472916666666663,0.4729166666666664,293.66476791740763,1.1224620483093732
22.5,64.0,80.0,22.972916666666663,0.4729166666666664,329.62755691286986,1.1224620483093726
23.0,60.0,80.0,23.947916666666668,0.947916666666668,261.6255653005986,-1.259921049894873
