onset_sec,note,velocity,offset,duration,freq,interval,key
120.0,83.0,80.0,120.94791666666669,0.9479166666666714,987.7666025122485,0,h
121.0,82.0,80.0,121.47291666666666,0.4729166666666629,932.3275230361796,-1.0594630943592949,h
121.5,80.0,80.0,121.97291666666666,0.4729166666666629,830.6093951598904,-1.1224620483093732,h
122.0,78.0,80.0,122.47291666666666,0.4729166666666629,739.9888454232688,-1.1224620483093732,h
122.5,83.0,80.0,122.97291666666666,0.4729166666666629,987.7666025122485,1.3348398541700346,h
123.0,80.0,80.0,123.47291666666666,0.4729166666666629,830.6093951598904,-1.189207115002721,h
123.5,76.0,80.0,123.97291666666666,0.4729166666666629,659.2551138257397,-1.259921049894873,h
124.0,75.0,80.0,124.94791666666669,0.9479166666666714,622.2539674441618,-1.0594630943592958,h
125.0,73.0,80.0,125.47291666666666,0.4729166666666629,554.3652619537442,-1.1224620483093726,h
125.5,76.0,80.0,125.97291666666666,0.4729166666666629,659.2551138257397,1.189207115002721,h
126.0,80.0,80.0,126.47291666666666,0.4729166666666629,830.6093951598904,1.259921049894873,h
126.5,83.0,80.0,126.97291666666666,0.4729166666666629,987.7666025122485,1.189207115002721,h
127.0,71.0,80.0,127.94791666666669,0.9479166666666714,493.88330125612424,-2.0,h
