onset_sec,note,velocity,offset,duration,freq,interval,key
168.0,68.0,80.0,168.94791666666666,0.9479166666666572,415.3046975799452,0,e
169.0,76.0,80.0,169.94791666666666,0.9479166666666572,659.2551138257397,1.5874010519681998,e
170.0,75.0,80.0,170.47291666666666,0.4729166666666629,622.2539674441618,-1.0594630943592949,e
170.5,76.0,80.0,170.97291666666666,0.4729166666666629,659.2551138257397,1.0594630943592949,e
171.0,78.0,80.0,171.47291666666666,0.4729166666666629,739.9888454232688,1.1224620483093732,e
171.5,76.0,80.0,171.97291666666666,0.4729166666666629,659.2551138257397,-1.1224620483093732,e
172.0,75.0,80.0,173.42291666666668,1.42291666666668,622.2539674441618,-1.0594630943592949,e
173.5,71.0,80.0,173.97291666666666,0.4729166666666629,493.88330125612424,-1.2599210498948739,e
174.0,73.0,80.0,174.47291666666666,0.4729166666666629,554.3652619537442,1.1224620483093732,e
174.5,76.0,80.0,174.97291666666666,0.4729166666666629,659.2551138257397,1.189207115002721,e
175.0,80.0,80.0,175.94791666666666,0.9479166666666572,830.6093951598904,1.259921049894873,e
