onset_sec,note,velocity,offset,duration,freq,interval,key
216.0,75.0,80.0,216.71041666666667,0.7104166666666742,622.2539674441618,0,h
216.75,83.0,80.0,216.98541666666668,0.2354166666666799,987.7666025122485,1.5874010519681998,h
217.0,82.0,80.0,217.47291666666663,0.4729166666666629,932.3275230361796,-1.0594630943592949,h
217.5,80.0,80.0,217.97291666666663,0.4729166666666629,830.6093951598904,-1.1224620483093732,h
218.0,78.0,80.0,218.47291666666663,0.4729166666666629,739.9888454232688,-1.1224620483093732,h
218.5,80.0,80.0,219.44791666666663,0.9479166666666572,830.6093951598904,1.1224620483093732,h
219.5,76.0,80.0,219.97291666666663,0.4729166666666629,659.2551138257397,-1.259921049894873,h
220.0,75.0,80.0,220.71041666666667,0.7104166666666742,622.2539674441618,-1.0594630943592958,h
220.75,78.0,80.0,220.98541666666668,0.2354166666666799,739.9888454232688,1.189207115002721,h
221.0,75.0,80.0,221.47291666666663,0.4729166666666629,622.2539674441618,-1.189207115002721,h
221.5,73.0,80.0,221.97291666666663,0.4729166666666629,554.3652619537442,-1.1224620483093726,h
222.0,75.0,80.0,222.47291666666663,0.4729166666666629,622.2539674441618,1.1224620483093726,h
222.5,71.0,80.0,223.44791666666663,0.9479166666666572,493.88330125612424,-1.259921049894873,h
223.5,71.0,80.0,223.97291666666663,0.4729166666666629,493.88330125612424,-1.0,h
