onset_sec,note,velocity,offset,duration,freq,interval,key
16.0,67.0,80.0,16.472916666666666,0.4729166666666664,391.9954359817492,0,g
16.5,71.0,80.0,16.972916666666666,0.4729166666666664,493.88330125612424,1.259921049894873,g
17.0,74.0,80.0,17.472916666666666,0.4729166666666664,587.3295358348153,1.189207115002721,g
17.5,74.0,80.0,17.972916666666666,0.4729166666666664,587.3295358348153,-1.0,g
18.0,72.0,80.0,18.472916666666663,0.4729166666666664,523.2511306011972,-1.1224620483093726,g
18.5,71.0,80.0,18.972916666666663,0.4729166666666664,493.88330125612424,-1.0594630943592958,g
19.0,69.0,80.0,19.472916666666663,0.4729166666666664,440.0,-1.1224620483093726,g
19.5,67.0,80.0,19.972916666666663,0.4729166666666664,391.9954359817492,-1.1224620483093732,g
20.0,69.0,80.0,20.472916666666663,0.4729166666666664,440.0,1.1224620483093732,g
20.5,71.0,80.0,20.972916666666663,0.4729166666666664,493.88330125612424,1.1224620483093726,g
21.0,67.0,80.0,21.947916666666668,0.947916666666668,391.9954359817492,-1.259921049894873,g
22.0,69.0,80.0,22.472916666666663,0.4729166666666664,440.0,1.1224620483093732,g
22.5,71.0,80.0,22.972916666666663,0.4729166666666664,493.88330125612424,1.1224620483093726,g
23.0,67.0,80.0,23.947916666666668,0.947916666666668,391.9954359817492,-1.259921049894873,g
